Título,Ubicación,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Piloto automático,Aire acondicionado,Dirección,Control de tracción,Capacidad de personas,Capacidad del tanque,Potencia,Largo,Altura,Ancho,Distancia entre ejes,Precio
Chevrolet Meriva 1.8 Gl Plus,Bs.As. G.B.A. Sur,Chevrolet,Meriva,2011,1.8 Gl Plus,Gris,Nafta,5,Manual,1.8,Monovolumen,178000,,Sí,Hidráulica,Delantera,5,56 L,106,4042,1624,1645,2468 mm,7000
Renault Duster 1.6 4x2 Expression 110cv,Bs.As. G.B.A. Oeste,Renault,Duster,2012,1.6 4x2 Expression 110cv,Blanco,Nafta,5,Manual,1.6,SUV,115000,,,Hidráulica,4x2,5,50 L,110,4315,1695,1822,2673 mm,8500
Toyota Sw4  2.7 Srv Cuero Vvti 4x2 4at 7as C4 =0k Argemotors,Capital Federal,Toyota,SW4,2015,sw4,Negro,Nafta,5,,,,118000,Sí,Sí,,,,,,,,,,26000
Volkswagen Suran 1.6 Trendline 11b,Bs.As. G.B.A. Norte,Volkswagen,Suran,2012,1.6 Trendline 11b,Rojo,Nafta,5,Manual,1.6,Monovolumen,143000,,,Hidráulica,Delantera,5,50 L,101,4178,1547,1660,2467 mm,10000
Ford Territory 1.5t Titanium,Capital Federal,Ford,Territory,2021,1.5t Titanium,Celeste,Nafta,5,Automática,1.5,SUV,37500,,,Asistida,Delantera,5,52 L,143,4580,1674,2179,2716 mm,26999
Ford Ecosport 1.5 Freestyle 123cv 4x2,Río Negro,Ford,Ecosport,2018,1.5 Freestyle 123cv 4x2,Azul,Nafta,5,Manual,1.5,SUV,70000,,Sí,Asistida,4x2,5,52 L,123,4241,1693,1821,2608 mm,19000000
Ford Ka 1.0 Fly Viral 63cv,Capital Federal,Ford,Ka,2012,1.0 Fly Viral 63cv,,Nafta,3,Manual,1.0,Hatchback,130000,,,Hidráulica,Delantera,5,45 L,63,3836,1420,1777,2625 mm,5500
Ford Fiesta Kinetic 1.6 Se 120cv,Bs.As. Costa Atlántica,Ford,Fiesta Kinetic,2017,1.6 Se 120cv,Blanco,Nafta,5,Manual,1.6,Hatchback,90000,Sí,,Eléctrica,Delantera,5,51 L,120,4056,1476,1801,2415 mm,12800
Fiat Strada 1.4 Working Cs C/aa,Bs.As. G.B.A. Sur,Fiat,Strada,2013,,Gris,Nafta,2,Manual,1.4,Pick-Up,147000,No,Sí,Hidráulica,Delantera,2,58 L,87,4409,1554,1669,2443 mm,10800000
Renault Megane 1.6 Tric Pack Plus,Bs.As. G.B.A. Sur,Renault,Megane,2008,1.6 Tric Pack Plus,,Nafta,4,Manual,1.6,Sedán,149000,,,Hidráulica,Delantera,5,60 L,110,4436,1435,1777,2686 mm,6200
Chevrolet Cruze FC-CRUZE 4P 1.4 TURBO PREMIER AT,Santa Fe,Chevrolet,Cruze,2021,FC-CRUZE 4P 1.4 TURBO PREMIER AT,Gris,Nafta,4,Manual,1.4,Sedán,60000,Sí,,Eléctrica,Delantera,5,52 L,153,4665,1484,2042,2700 mm,24000
Renault Kangoo 1.6 Ph3 Authentique Plus Lc,Bs.As. G.B.A. Norte,Renault,Kangoo,2013,1.6 Ph3 Authentique Plus Lc,Gris,Nafta,4,Manual,1.6,Monovolumen,153985,,,Hidráulica,Delantera,5,52 L,95,4010,1860,1670,2600 mm,13500000
Volkswagen Gol Trend 1.6 Pack Ii 101cv,Bs.As. G.B.A. Norte,Volkswagen,Gol Trend,2013,1.6 Pack Ii 101cv,Blanco,Nafta,5,Manual,1.6,Hatchback,126000,,,Hidráulica,Delantera,5,55 L,101,3899,1464,1656,2466 mm,10880000
Volkswagen Gol 1.6 I Power 701,Bs.As. G.B.A. Oeste,Volkswagen,Gol,2009,1.6 I Power 701,,Nafta,3,Manual,1.6,Hatchback,189000,,,Mecánica,Delantera,5,51 L,92,3951,1414,1651,2468 mm,7000000
Volkswagen Gol Trend 1.6 Pack I 101cv,Misiones,Volkswagen,Gol Trend,2014,1.6 Pack I 101cv,,Nafta,5,Manual,1.6,Hatchback,210000,,,Hidráulica,Delantera,5,55 L,101,3899,1464,1656,2466 mm,11000000
Jeep Grand Cherokee 3.0 Crd Limited,Bs.As. G.B.A. Sur,Jeep,Grand Cherokee,2007,3.0 Crd Limited,,Diésel,5,Manual,3.0,SUV,226000,,,,4x4,5,78 L,218,4750,1785,1930,2781 mm,111111
Chevrolet Onix 1.4 Effect 98cv,Capital Federal,Chevrolet,Onix,2017,1.4 Effect 98cv,,Nafta,5,Manual,1.4,Hatchback,97000,,Sí,Asistida,Delantera,5,54 L,98,3930,1484,1656,2465 mm,10800
Renault Clio 1.2 Pack Plus 5 p,Bs.As. G.B.A. Sur,Renault,Clio,2009,1.2 Pack Plus 5 p,,Nafta,5,Manual,1.2,Hatchback,218000,,,Hidráulica,Delantera,5,50 L,75,3813,1417,1639,2472 mm,5500
Chevrolet Tracker 1.8 Ltz Fwd Mt 140cv,Capital Federal,Chevrolet,Tracker,2016,1.8 Ltz Fwd Mt 140cv,Gris,Nafta,5,Manual,1.8,SUV,78000,Sí,Sí,Asistida,Delantera,5,53 L,140,4248,1674,1657,2465 mm,14950
Renault Sandero Stepway 1.6 16v Intense Cvt,Capital Federal,Renault,Sandero Stepway,2023,1.6 16v Intense Cvt,,Nafta,5,Automática,1.6,Hatchback,12122,Sí,,Hidráulica,Delantera,5,50 L,115,4066,1559,1761,2590 mm,20500000
Renault Sandero 1.6 Dynamique 90cv Abs,Córdoba,Renault,Sandero,2018,1.6 Dynamique 90cv Abs,Rojo,Nafta,5,Manual,1.6,Hatchback,93000,Sí,,Asistida,Delantera,5,50 L,90,4060,1536,1733,2590 mm,13500000
Peugeot 207 1.4 Xr,Bs.As. G.B.A. Sur,Peugeot,207,2012,1.4 Xr,Azul,Nafta,4,Manual,1.4,Hatchback,129000,,Sí,Hidráulica,Delantera,5,50 L,75,3872,1441,1720,2540 mm,6000
Volkswagen Crossfox 1.6 Comfortline,Bs.As. G.B.A. Sur,Volkswagen,Crossfox,2009,1.6 Comfortline,Negro,Nafta,5,Manual,1.6,Hatchback,149000,,,Hidráulica,Delantera,4,50 L,98,4082,1639,1689,2469 mm,6900
Chevrolet Cruze 5 1.4 Lt At 5p,Córdoba,Chevrolet,Cruze 5,2022,1.4 Lt At 5p,Gris,Nafta,5,Automática,1.4,Hatchback,55000,Sí,,Eléctrica,Delantera,5,52 L,153,4448,1484,2042,2700 mm,20800
Mercedes-Benz Clase GLA 1.6 Gla200 Urban 156cv,Corrientes,,Clase GLA,2017,1.6 Gla200 Urban 156cv,Gris,Nafta,5,Automática,1.6,Crossover,73000,No,Sí,electronic,,,,,,,,,31500
Toyota Hilux 2.8 Cd Srx 177cv 4x4 At,Bs.As. G.B.A. Norte,Toyota,Hilux,2017,2.8 Cd Srx 177cv 4x4 At,Gris,Diésel,4,Automática,2.8,Pick-Up,90000,Sí,Sí,Hidráulica,4x4,5,80 L,177,5260,1850,1855,2860 mm,28500
Fiat Argo 1.3 Drive Gse Mt,Bs.As. G.B.A. Norte,Fiat,Argo,2019,1.3 Drive Gse Mt,Rojo,Nafta,5,Manual,1,Hatchback,54512,No,No,Asistida,4x2,5,48 L,99,3998,1500,1724,2521 mm,14500000
Peugeot 207 1.4 Xs,Capital Federal,Peugeot,207,2010,1.4 Xs,,Nafta,5,Manual,1.4,Hatchback,176000,,Sí,Hidráulica,Delantera,5,50 L,75,3872,1446,1669,2443 mm,6000
Volkswagen Gol 1.4 Power Ps+ac 83cv,Bs.As. G.B.A. Oeste,Volkswagen,Gol,2011,,Negro,Nafta,5,Manual,1.4,Hatchback,110000,,Sí,Hidráulica,Delantera,5,51 L,83,3951,1414,1645,2468 mm,6000
Volkswagen Passat 1.8 T,Bs.As. G.B.A. Oeste,Volkswagen,Passat,1999,1.8 T,,Nafta,4,Manual,1.8,Sedán,114000,,,,Delantera,5,62 L,125,4675,1459,1740,2707 mm,8000
Ford Focus III 2.0 Se Plus Mt,Capital Federal,Ford,Focus III,2014,2.0 Se Plus Mt,Rojo,Nafta,5,Manual,2.0,Hatchback,63000,Sí,Sí,Asistida,Delantera,5,55 L,170,4412,1484,1733,2634 mm,12400
Fiat Toro 2.0 Freedom 4x4 At,Bs.As. G.B.A. Norte,Fiat,Toro,2020,2.0 Freedom 4x4 At,Gris,Diésel,4,Automática,2.0,Pick-Up,98000,Sí,Sí,Asistida,4x4,5,60 L,170,4915,1690,1669,2443 mm,23250
Fiat Cronos 1.3 Precision Cvt,Santa Fe,Fiat,Cronos,2023,1.3 Precision Cvt,Plateado,Nafta,4,Automática,1.3,Sedán,15000,Sí,Sí,Eléctrica,Delantera,5,48 L,99,4364,1508,1724,2521 mm,22790000
Chevrolet Cruze 1.4 Ltz At Sedan,Mendoza,Chevrolet,Cruze,2016,1.4 Ltz At Sedan,Gris,Nafta,4,Automática,1.4,Sedán,120000,Sí,Sí,Eléctrica,Delantera,5,52 L,153,4665,1484,2042,2700 mm,19000000
Toyota RAV4 2.4 4x2 At,Bs.As. G.B.A. Norte,Toyota,RAV4,2010,2.4 4x2 At,Negro,Nafta,5,Automática,2.4,SUV,104000,,,Asistida,4x2,5,60 L,170,4625,1685,1815,2660 mm,17000000
Ford Ranger 3.2 Cd Limited Tdci 200cv Automática,Bs.As. G.B.A. Norte,Ford,Ranger,2023,3.2 Cd Limited Tdci 200cv Automática,,Diésel,4,Automática,3.2,Pick-Up,32000,Sí,,Eléctrica,4x4,5,80 L,200,5359,1815,1860,3220 mm,36000
Fiat Strada 1.4 Working Cd,Córdoba,Fiat,Strada,2017,1.4 Working Cd,Blanco,Nafta,3,Manual,1.4,Pick-Up,100000,,Sí,Hidráulica,Delantera,5,58 L,87,4409,1554,1750,2540 mm,15500000
Peugeot 308 1.6 S Allure Plus,Neuquén,Peugeot,308,2019,1.6 S Allure Plus,,Nafta,5,Automática,1.6,Hatchback,46000,Sí,,Eléctrica,Delantera,5,53 L,165,4253,1458,2043,2620 mm,23000000
Chevrolet Classic 1.4 Lt Spirit,Mendoza,Chevrolet,Classic,2012,1.4 Lt Spirit,Dorado,Nafta,4,Manual,1.4,Sedán,140000,,Sí,Hidráulica,Delantera,5,54 L,94,4056,1444,1944,3095 mm,6500
Toyota Corolla 1.8 Xli Cvt 140cv,Capital Federal,Toyota,Corolla,2019,1.8 Xli Cvt 140cv,,Nafta,4,Automática,1.8,Sedán,85000,,,Eléctrica,Delantera,5,57 L,140,4620,1460,1775,2700 mm,17500
Renault Koleos 2.5 Expression 4x2 Mt,Bs.As. Costa Atlántica,Renault,Koleos,2011,2.5 Expression 4x2 Mt,Gris,Nafta,5,Manual,2.5,SUV,105000,Sí,,Eléctrica,4x2,5,65 L,170,4520,1695,1855,2690 mm,9800
Volkswagen Amarok 3.0 V6 Cd Highline,Neuquén,Volkswagen,Amarok,2023,3.0 V6 Cd Highline,,Diésel,4,Automática,3.0,Pick-Up,7000,,,,4x4,5,80 L,224,5254,1834,1944,3095 mm,42000
Chevrolet Tracker 1.8 Ltz Fwd Mt 140cv,Bs.As. G.B.A. Norte,Chevrolet,Tracker,2014,1.8 Ltz Fwd Mt 140cv,Blanco,Nafta,5,Manual,1.8,SUV,91000,Sí,Sí,Asistida,Delantera,5,53 L,140,4248,1674,1657,2465 mm,14000000
Mercedes-Benz Clase GLC 2.0 Glc300 4matic Coupe At,Capital Federal,,Clase GLC,2020,2.0 Glc300 4matic Coupe At,Negro,Nafta,5,Automática,2.0,,82000,Sí,Sí,Asistida,4x4,5,56 L,258,4417,1494,1890,2873 mm,74900
Dodge Journey 2.7 Rt,Capital Federal,Dodge,Journey,2009,2.7 Rt,,Nafta,5,Automática,2.7,SUV,163000,Sí,Sí,Hidráulica,4x2,7,78 L,,4887,1692,1808,2635 mm,9500
Volkswagen Fox 1.6 Trendline,Bs.As. G.B.A. Oeste,Volkswagen,Fox,2004,1.6 Trendline,,Nafta/GNC,5,Manual,1.6,Hatchback,210000,,,Hidráulica,Delantera,5,50 L,98,3804,1544,1640,2464 mm,7600000
Mercedes-Benz Clase B 1.6 B200 2016 Edition 156cv,Bs.As. G.B.A. Norte,,Clase B,2018,1.6 B200 2016 Edition 156cv,Negro,Nafta,5,Manual,1.6,Hatchback,82000,Sí,Sí,Asistida,Delantera,5,58 L,136,4270,1605,1777,2778 mm,22000
Jeep Compass 1.3 T270 Longitude Plus At6,Capital Federal,Jeep,Compass,2022,1.3 T270 Longitude Plus At6,Azul,Nafta,5,Automática,1.3,SUV,28000,Sí,Sí,Eléctrica,4x2,5,52 L,175,4404,1632,1819,2636 mm,34900
Ford Ecosport 2.0 Se 143cv 4x2,Santa Fe,Ford,Ecosport,2017,2.0 Se 143cv 4x2,,Nafta,5,Manual,2.0,SUV,79000,,,Asistida,4x2,5,52 L,143,4241,1693,1821,2608 mm,21000000
Hyundai Santa Fe 2.4 Seguridad 7as 6at 2wd,Bs.As. G.B.A. Norte,Hyundai,Santa Fe,2017,2.4 Seguridad 7as 6at 2wd,Blanco,Nafta,5,Automática,2.4,SUV,100000,,,,4x2,5,75 L,176,4675,1795,1890,2700 mm,23500
Toyota Hilux 2.8 Cd Srv 177cv 4x2,Bs.As. G.B.A. Norte,Toyota,Hilux,2021,2.8 Cd Srv 177cv 4x2,Rojo,Diésel,4,Manual,2.8,Pick-Up,86300,Sí,,Hidráulica,4x2,5,80 L,177,5260,1850,1855,2860 mm,39000000
Peugeot 207 1.6 Xt,Bs.As. G.B.A. Sur,Peugeot,207,2010,1.6 Xt,,Nafta,5,Manual,1.6,Hatchback,89000,,Sí,Hidráulica,Delantera,5,50 L,110,3872,1441,1669,2443 mm,7500
Toyota Etios 1.5 X MT6 4P,Bs.As. G.B.A. Norte,Toyota,Etios,2023,1.5 X MT6 4P,Blanco,Nafta,4,Manual,,Sedán,57100,,Sí,Asistida,Delantera,5,45 L,,,,,,19100000
Renault Kangoo 1.6 Furgon Ph3 Confort 1plc,Bs.As. G.B.A. Norte,Renault,Kangoo,2018,1.6 Furgon Ph3 Confort 1plc,Blanco,Nafta,3,Manual,1.6,Furgón,97000,No,Sí,Hidráulica,Delantera,2,52 L,95,4010,1860,1672,2600 mm,10500
Citroën C3 1.5 Start 90cv,Bs.As. G.B.A. Sur,,C3,2017,1.5 Start 90cv,Blanco,Nafta,5,Manual,1.5,Hatchback,110000,,Sí,Eléctrica,Delantera,5,47 L,90,3850,1533,1645,2443 mm,9800
Honda Civic 1.5 Dx,Santa Fe,Honda,Civic,1995,1.5 Dx,Celeste,Nafta,4,Manual,1.5,Sedán,168000,,,,Delantera,5,45 L,102,4450,1410,1705,2620 mm,5900000
Chevrolet Cruze 1.8 Ltz Mt 4 p,Capital Federal,Chevrolet,Cruze,2012,1.8 Ltz Mt 4 p,Blanco,Nafta,4,Manual,1.8,Sedán,145000,Sí,Sí,Hidráulica,Delantera,5,60 L,141,4597,1477,1677,2467 mm,13900000
Volkswagen Golf 2.0 Gti Tsi App Connect,Bs.As. G.B.A. Sur,Volkswagen,Golf,2018,2.0 Gti Tsi App Connect,Gris,Nafta,5,Automática,2.0,Hatchback,48000,Sí,,Eléctrica,Delantera,5,50 L,230,4255,1452,1799,2631 mm,40000
Toyota Hilux 3.0 Cd Sr I 171cv 4x4,Buenos Aires Interior,Toyota,Hilux,2012,3.0 Cd Sr I 171cv 4x4,,Diésel,4,Manual,3.0,Pick-Up,230000,,,Hidráulica,4x4,5,80 L,171,5260,1860,1855,2860 mm,21000
Ford Fiesta Kinetic 1.6 Design 120cv Titanium,Córdoba,Ford,Fiesta Kinetic,2011,1.6 Design 120cv Titanium,,Nafta,5,Manual,1.6,Hatchback,166000,Sí,,Eléctrica,Delantera,5,45 L,120,4066,1473,1808,2350 mm,11500000
Volkswagen Gol Trend 1.6 Pack Iii 101cv I-motion,Córdoba,Volkswagen,Gol Trend,2013,1.6 Pack Iii 101cv I-motion,,Nafta,5,Automática,1.6,Hatchback,135000,,,Hidráulica,Delantera,5,55 L,101,3899,1464,1656,2466 mm,7500
Fiat 500 1.4 Lounge 105cv Serie4,Capital Federal,Fiat,500,2017,1.4 Lounge 105cv Serie4,Blanco,Nafta,2,Automática,1.4,Hatchback,64000,Sí,Sí,Asistida,Delantera,4,40 L,105,3546,1492,1800,2630 mm,17900
Peugeot 208 1.6 Feline Pack Cuir,Córdoba,Peugeot,208,2016,1.6 Feline Pack Cuir,Blanco,Nafta,5,Manual,1.6,Hatchback,104000,,,Eléctrica,Delantera,5,55 L,115,3872,1470,1702,2541 mm,17500000
Ford Focus III 2.0 Se Plus At6,Bs.As. G.B.A. Sur,Ford,Focus III,2014,2.0 Se Plus At6,,Nafta,5,Automática,2.0,Hatchback,108000,Sí,,Asistida,Delantera,5,55 L,170,4412,1484,1742,2630 mm,11800
Chevrolet Meriva 1.7 I Gls,Bs.As. G.B.A. Sur,Chevrolet,Meriva,2009,1.7 I Gls,,Diésel,5,Manual,1.7,Monovolumen,260000,,Sí,Hidráulica,Delantera,5,53 L,75,4042,1624,1645,2468 mm,7000
BMW Serie 1 1.5 118i Sport Line 136cv,Capital Federal,BMW,Serie 1,2019,1.5 118i Sport Line 136cv,,Nafta,5,Automática,1.5,Hatchback,52000,,Sí,Eléctrica,Trasera,5,52 L,136,4325,1420,1765,2690 mm,31000
Mercedes-Benz Clase A 2.0 A250 At Sport 218cv,Bs.As. G.B.A. Norte,,Clase A,2017,2.0 A250 At Sport 218cv,,Nafta,5,Automática,2.0,Hatchback,36000,,Sí,Eléctrica,Delantera,5,56 L,218,4292,1430,1720,2425 mm,38000
Chevrolet Cruze 1.4 Ltz At Sedan,Capital Federal,Chevrolet,Cruze,2024,1.4 Ltz At Sedan,Blanco,Nafta,4,Automática,1.4,Sedán,2300,Sí,,Eléctrica,Delantera,5,52 L,153,4665,1484,2042,2700 mm,26900000
Peugeot 2008 1.6 Allure,Bs.As. G.B.A. Norte,Peugeot,2008,2019,1.6 Allure,Blanco,Nafta,5,Manual,1.6,SUV,95480,,,Eléctrica,Delantera,5,55 L,115,4159,1583,1739,2542 mm,17850000
Fiat Siena 1.4 El Pack Seguridad,Capital Federal,Fiat,Siena,2014,1.4 El Pack Seguridad,Rojo,Nafta,4,Manual,1.4,Sedán,104600,,Sí,Hidráulica,Delantera,5,48 L,82,4155,1437,1665,2450 mm,9300000
Peugeot 308 1.6 Active,Bs.As. G.B.A. Norte,Peugeot,308,2014,1.6 Active,Gris,Nafta,5,Manual,1.6,Hatchback,125000,,,Hidráulica,Delantera,5,60 L,115,4276,1519,1815,2608 mm,10900
Ford Fiesta Kinetic Design 1.6 Design 120cv Titanium,Bs.As. G.B.A. Oeste,Ford,Fiesta Kinetic Design,2013,1.6 Design 120cv Titanium,Azul,Nafta,5,Manual,1.6,Hatchback,129000,Sí,,Eléctrica,Delantera,5,45 L,120,4066,1473,1808,2350 mm,12500000
Volkswagen Saveiro 1.6 Cs 101cv Aa+dh,Bs.As. G.B.A. Oeste,Volkswagen,Saveiro,2013,,,Nafta,2,Manual,1.6,Pick-Up,140000,,Sí,Hidráulica,Delantera,2,55 L,101,4493,1497,1708,2750 mm,11000
Renault Kangoo 1.6 Furgon Ph3 Confort 1plc,Bs.As. G.B.A. Norte,Renault,Kangoo,2017,1.6 Furgon Ph3 Confort 1plc,Gris,Nafta,3,Manual,1.6,Furgón,140000,,Sí,Hidráulica,Delantera,2,52 L,95,4010,1860,1672,2600 mm,11200
Ford Fiesta Kinetic Design 1.6 Titanium 120cv,Buenos Aires Interior,Ford,Fiesta Kinetic Design,2013,1.6 Titanium 120cv,,Nafta,5,Manual,1.6,Hatchback,136000,Sí,,Eléctrica,Delantera,5,45 L,120,4066,1473,1639,2472 mm,12200000
Ford Ranger 3.2 Cd 4x4 Limited Tdci 200cv,Córdoba,Ford,Ranger,2012,3.2 Cd 4x4 Limited Tdci 200cv,Azul,Diésel,4,Manual,3.2,Pick-Up,270000,Sí,Sí,Hidráulica,Integral,5,80 L,200,5359,1815,1850,3220 mm,21000
Chevrolet Spin 1.8 Ltz 5as 105cv,Bs.As. G.B.A. Sur,Chevrolet,Spin,2020,1.8 Ltz 5as 105cv,Azul,Nafta,5,Manual,1.8,Monovolumen,67000,Sí,Sí,,Delantera,5,53 L,105,4360,1664,1810,2841 mm,19500
Renault Alaskan 2.3 Bit 16v Intens Mt 4x2,Capital Federal,Renault,Alaskan,2023,2.3 Bit 16v Intens Mt 4x2,Blanco,Diésel,4,Manual,2.3,Pick-Up,49000,Sí,,Hidráulica,4x2,5,80 L,190,5230,1775,1850,3200 mm,28729000
Volkswagen Bora 1.8 Highline T 180cv,Bs.As. G.B.A. Oeste,Volkswagen,Bora,2012,1.8 Highline T 180cv,,Nafta,4,Manual,1.8,Sedán,150000,Sí,,Hidráulica,Delantera,5,55 L,180,4376,1446,1735,2513 mm,11000
Fiat Palio Fire 1.4,Entre Ríos,Fiat,Palio,2012,Fire 1.4,,Nafta/GNC,4,Manual,1.4,Hatchback,300000,,No,Mecánica,Delantera,5,48 L,82,3827,1444,1922,3000 mm,5500000
Peugeot 207 1.4 Xs,Bs.As. G.B.A. Sur,Peugeot,207,2010,1.4 Xs,,Nafta,5,Manual,1.4,Hatchback,161000,,Sí,Hidráulica,Delantera,5,50 L,75,3872,1446,1669,2443 mm,5200
Volkswagen Gol Trend 1.6 Pack I 101cv,Capital Federal,Volkswagen,Gol Trend,2010,1.6 Pack I 101cv,Plateado,Nafta,5,Manual,1.6,Hatchback,90000,,,Hidráulica,Delantera,5,55 L,101,3899,1464,1656,2466 mm,9800000
Ford Ka 1.6 Pulse 95cv,Capital Federal,Ford,Ka,2012,1.6 Pulse 95cv,,Nafta,3,Manual,1.6,Hatchback,8100,,,Hidráulica,Delantera,5,45 L,95,3836,1420,1777,2686 mm,10000
Peugeot 207 1.4 Active 75cv,Capital Federal,Peugeot,207,2014,1.4 Active 75cv,,Nafta,5,Manual,1.4,Hatchback,110000,,Sí,Hidráulica,Delantera,5,50 L,75,3872,1441,1669,2443 mm,8000
Audi A4 1.8 Tfsi Sport Cuero Multitro.,Bs.As. G.B.A. Norte,Audi,A4,2013,1.8 Tfsi Sport Cuero Multitro.,Negro,Nafta,4,Automática,1.8,Sedán,140000,,Sí,Eléctrica,Delantera,5,70 L,150,4586,1427,1772,2642 mm,17000
Jeep Compass 2.4 Sport Automática 1635 mm,Capital Federal,Jeep,Compass,2019,2.4 Sport Automática 1635 mm,Blanco,Nafta,5,Automática,2.4,SUV,67000,,,Asistida,4x2,5,52 L,174,4394,1635,2033,2636 mm,20900
Suzuki Fun 1.4,Misiones,Suzuki,Fun,2007,1.4,,Nafta,3,,,,175000,,,,,,,,,,,,7000000
Volkswagen Vento Tdi 2.0 110cv 2015 Manual Oportunidad!!!,Bs.As. G.B.A. Oeste,Volkswagen,Vento,2015,2.0 Tdi,Blanco,Diésel,4,Manual,,Sedán,139000,No,Sí,Hidráulica,,,,,,,,,12000
Renault Logan 1.6 Privilége 105cv,Bs.As. G.B.A. Oeste,Renault,Logan,2018,1.6 Privilége 105cv,Blanco,Nafta,4,Manual,1.6,Sedán,96000,,,Hidráulica,Delantera,5,50 L,105,4350,1529,1733,2635 mm,11800
Mercedes-Benz Sprinter 2.1 313 3000 Mixto 4+1 S-airbag,Bs.As. G.B.A. Oeste,,Sprinter,2012,,,Diésel,2,Manual,2.1,Furgón,175000,No,Sí,Hidráulica,Delantera,5,80 L,129,4889,2365,1994,3025 mm,25500000
Peugeot 208 1.6 Active Pack Tiptronic,Bs.As. G.B.A. Sur,Peugeot,208,2024,1.6 Active Pack Tiptronic,Gris,Nafta,5,Automática,1.6,Hatchback,500,,Sí,Asistida,Delantera,5,47 L,115,4075,1453,1738,2538 mm,21000
Renault Sandero 2.0 Rs 145cv,Bs.As. G.B.A. Sur,Renault,Sandero,2019,2.0 Rs 145cv,Negro,Nafta,5,Manual,2.0,Hatchback,30000,Sí,No,Asistida,Delantera,5,,,,,,,17800000
Volkswagen Virtus 1.6 Msi Highline,Bs.As. Costa Atlántica,Volkswagen,Virtus,2018,1.6 Msi Highline,Gris,Nafta,4,Manual,1.6,Sedán,47000,,,Hidráulica,Delantera,5,50 L,110,4480,1468,1751,2650 mm,15900
Citroën C3 1.6 Exclusive Vti 115cv,Bs.As. G.B.A. Sur,,C3,2013,1.6 Exclusive Vti 115cv,,Nafta,5,Manual,1.6,Hatchback,100800,,Sí,Eléctrica,Delantera,5,47 L,115,3850,1533,1645,2443 mm,13000000
Volkswagen Gol Trend 1.6 Comfortline Mt,Bs.As. G.B.A. Norte,Volkswagen,Gol Trend,2020,1.6 Comfortline Mt,Gris,Nafta,5,Manual,1,Hatchback,31400,No,No,Asistida,4x2,5,55 L,101,3899,1464,1656,2466 mm,16680000
BMW Serie 3 2.0 320d Luxury 184cv,Corrientes,BMW,Serie 3,2013,2.0 320d Luxury 184cv,,Diésel,4,Manual,2.0,Sedán,150000,,Sí,Asistida,Trasera,5,57 L,184,4624,1429,1665,2718 mm,25000
Ford Fiesta Kinetic 1.6 S,Bs.As. G.B.A. Oeste,Ford,Fiesta Kinetic,2018,1.6 S,Blanco,Nafta,5,Manual,1.6,Hatchback,85000,,,Eléctrica,Delantera,5,51 L,120,3969,1464,1000,2415 mm,15500000
Citroën C3 1.6 Exclusive Pack Myway Vti 115cv,Bs.As. G.B.A. Norte,,C3,2013,1.6 Exclusive Pack Myway Vti 115cv,,Nafta,5,Manual,1.6,Hatchback,90000,,Sí,Eléctrica,Delantera,5,47 L,115,3850,1533,1645,2443 mm,9400
Toyota Etios 1.5 Xls,Corrientes,Toyota,Etios,2015,1.5 Xls,Rojo,Nafta,5,Manual,1.5,Hatchback,108222,Sí,,Eléctrica,Delantera,5,45 L,90,3893,1553,1695,2460 mm,14500000
Toyota Etios 1.5 Xls At,Capital Federal,Toyota,Etios,2019,1.5 Xls At,Blanco,Nafta,5,Automática,1.5,Hatchback,63000,,,Eléctrica,Delantera,5,45 L,103,4265,1510,1695,2460 mm,14900
Hyundai Tucson 2.0 I Premium,Córdoba,Hyundai,Tucson,2019,2.0 I Premium,Gris,Diésel,5,Manual,2.0,SUV,110000,,,,4x4,5,65 L,184,4325,1730,1830,2630 mm,47000000
Chevrolet Agile Lt 1.4,Bs.As. G.B.A. Norte,Chevrolet,Agile,2012,LT,Blanco,Nafta,5,Manual,1.4,Sedán,98000,,Sí,Hidráulica,,,,,,,,,9700000
DS DS3 1.2 Puretech 110 So Chic,Bs.As. G.B.A. Oeste,DS,DS3,2017,1.2 Puretech 110 So Chic,Rojo,Nafta,3,Manual,1.2,Hatchback,78000,,,Eléctrica,Delantera,5,50 L,110,3948,1458,1775,2650 mm,14900
Chevrolet Captiva 2.4 Lt Mt Awd 167cv,Capital Federal,Chevrolet,Captiva,2014,2.4 Lt Mt Awd 167cv,Blanco,Nafta,5,Manual,2.4,SUV,161400,Sí,Sí,Eléctrica,Integral,7,65 L,167,4673,1756,1845,2660 mm,15000000
Toyota Corolla 1.8 Xei Mt Pack 140cv,Buenos Aires Interior,Toyota,Corolla,2018,1.8 Xei Mt Pack 140cv,Gris,Nafta,4,Manual,1.8,Sedán,116000,Sí,,Eléctrica,Delantera,5,57 L,140,4620,1460,1775,2700 mm,23900000
Toyota Hilux 2.8 Cd Srv 177cv 4x4,Capital Federal,Toyota,Hilux,2017,2.8 Cd Srv 177cv 4x4,,Diésel,4,Manual,2.8,Pick-Up,148000,Sí,,Hidráulica,4x4,5,80 L,177,5260,1850,1855,2860 mm,26800
