Título,Ubicación,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Piloto automático,Aire acondicionado,Dirección,Control de tracción,Capacidad de personas,Capacidad del tanque,Potencia,Largo,Altura,Ancho,Distancia entre ejes,Precio
Fiat Cronos 1.3 Gse Like,Bs.As. G.B.A. Oeste,Fiat,Cronos,2023,1.3 Gse Like,Gris,Nafta,4,Manual,1.3,Sedán,39000,,,,Delantera,5,48 L,99,4364,1515,1962,2521 mm,19500000
Volkswagen Up! 1.0 High Up! 75cv 5 p,Bs.As. G.B.A. Sur,Volkswagen,,2017,,Plateado,Nafta,5,Manual,1.0,Hatchback,130000,,Sí,Eléctrica,Delantera,5,50 L,75,3605,1500,1645,2421 mm,11500
Ford Ranger 2.8 Xl I Sc 4x2 Truck L04,Córdoba,Ford,Ranger,2006,2.8 Xl I Sc 4x2 Truck L04,Blanco,Diésel,2,Manual,2.8,Pick-Up,165000,,,Hidráulica,4x2,6,75 L,132,5143,1825,1954,3192 mm,13500000
Ford Ranger 2.0 CD  TD  XL MT 4x2,Capital Federal,Ford,Ranger,2024,2.0 CD  TD  XL MT 4x2,Plateado,Híbrido,4,Manual,1,Pick-Up,4240,No,No,Asistida,4x2,5,80 L,170,5370,1884,2208,3270 mm,32790000
Fiat Strada 1.4 Working Cd,Formosa,Fiat,Strada,2016,1.4 Working Cd,,Nafta,3,Manual,1.4,Pick-Up,130000,,Sí,Hidráulica,Delantera,5,58 L,87,4409,1554,1750,2540 mm,11000000
Dodge Journey 2.4 Sxt Atx (3 Filas),Capital Federal,Dodge,Journey,2011,,,Nafta,5,Automática,2.4,SUV,182000,Sí,Sí,Hidráulica,4x2,5,78 L,,4887,1692,1985,3020 mm,10800
Volkswagen Vento 2.0 Advance 115cv,Bs.As. G.B.A. Norte,Volkswagen,Vento,2011,2.0 Advance 115cv,Blanco,Diésel,4,Manual,2.0,Sedán,173000,Sí,Sí,Hidráulica,Delantera,5,55 L,115,4618,1453,1778,2651 mm,10500
Fiat Strada 1.6 Adventure Cd C/alarma + Lona,Buenos Aires Interior,Fiat,Strada,2012,,Negro,Nafta,2,Manual,1.6,Pick-Up,164000,,Sí,Hidráulica,Delantera,4,58 L,115,4457,1648,1652,2442 mm,10500
Fiat Toro 2.0 Freedom 4x4 At,Córdoba,Fiat,Toro,2018,2.0 Freedom 4x4 At,Blanco,Diésel,4,Automática,2.0,Pick-Up,135000,Sí,Sí,,4x4,5,60 L,170,4915,1690,1669,2443 mm,23900000
Ford Focus 2.0 Ghia,Capital Federal,Ford,Focus,2000,2.0 Ghia,Rojo,Nafta,4,Manual,2.0,Sedán,213000,,Sí,Hidráulica,Delantera,5,55 L,130,4174,1491,1702,2615 mm,4500
Ford Focus III 1.6 Sedan S,Bs.As. G.B.A. Sur,Ford,Focus III,2019,1.6 Sedan S,,Nafta,4,Manual,1.6,Sedán,95000,,,Eléctrica,Delantera,5,55 L,125,4534,1484,1639,2630 mm,17000000
Chevrolet S10 2.8 Cd 4x4 Ltz Tdci 200cv At,Bs.As. G.B.A. Norte,Chevrolet,S10,2019,2.8 Cd 4x4 Ltz Tdci 200cv At,,Diésel,4,Automática,2.8,Pick-Up,47000,Sí,Sí,Asistida,4x4,5,76 L,200,5367,1889,1820,2709 mm,27000
Fiat Toro 2.0 Ranch 4x4 At,Capital Federal,Fiat,Toro,2020,2.0 Ranch 4x4 At,,Diésel,4,Automática,2.0,Pick-Up,76000,,,,4x4,5,60 L,170,4915,1690,1669,2443 mm,27500
Renault Sandero 1.6 Pack,Bs.As. G.B.A. Sur,Renault,Sandero,2010,1.6 Pack,,Nafta,5,Manual,1.6,Hatchback,183000,,,Hidráulica,Delantera,5,50 L,90,4023,1528,1746,2591 mm,8300000
Peugeot 208 1.2 Like,Buenos Aires Interior,Peugeot,208,2020,1.2 Like,Gris,Nafta,5,Manual,1.2,Hatchback,50000,,Sí,Asistida,Delantera,5,47 L,89,4075,1453,1738,2538 mm,18849700
Volkswagen Amarok 3.0 V6 Cd Highline,Buenos Aires Interior,Volkswagen,Amarok,2021,3.0 V6 Cd Highline,Gris,Diésel,4,Automática,3.0,Pick-Up,54000,,Sí,,4x4,5,80 L,224,5254,1834,1944,3095 mm,37500
Volkswagen Polo 1.6 Msi Comfortline,Bs.As. G.B.A. Oeste,Volkswagen,Polo,2018,1.6 Msi Comfortline,Gris,Nafta,5,Manual,1.6,Hatchback,84300,No,Sí,Hidráulica,Delantera,5,50 L,110,4384,1465,1699,2552 mm,13000
Renault Duster Oroch 2.0 Outsider Plus,Jujuy,Renault,Duster Oroch,2018,2.0 Outsider Plus,,Nafta,4,Manual,2.0,SUV,73000,,,,4x2,5,50 L,143,4329,1683,1821,2829 mm,22800000
Chevrolet Cruze II 1.4 Ltz At 153cv,Bs.As. G.B.A. Oeste,Chevrolet,Cruze II,2017,1.4 Ltz At 153cv,Blanco,Nafta,5,Automática,1.4,Hatchback,80000,Sí,Sí,Asistida,Delantera,5,60 L,153,4510,1477,1677,2467 mm,17500
Fiat Uno 1.3 Fire Way,Capital Federal,Fiat,Uno,2010,1.3 Fire Way,Azul,Nafta,5,Manual,1.3,Hatchback,167000,,Sí,Hidráulica,Delantera,5,50 L,68,3693,1445,1669,2443 mm,7200000
Volkswagen Gol 1.6 Mi Deejay,Bs.As. Costa Atlántica,Volkswagen,Gol,2005,1.6 Mi Deejay,Rojo,Nafta,3,Manual,1.6,Hatchback,103000,,Sí,Asistida,Delantera,5,51 L,90,3916,1415,1640,2468 mm,6000
Nissan Versa 1.6 Advance At,Bs.As. G.B.A. Sur,Nissan,Versa,2021,1.6 Advance At,,Nafta,4,Automática,1.6,Sedán,71000,Sí,,,Delantera,5,41 L,107,4465,1514,1695,2600 mm,21000000
Renault Alaskan 2.3 Bit 16v Emotion Mt 4x2,Buenos Aires Interior,Renault,Alaskan,2021,2.3 Bit 16v Emotion Mt 4x2,Blanco,Nafta,4,Manual,2.3,Pick-Up,34000,Sí,,Hidráulica,4x2,5,80 L,190,5230,1775,1850,3200 mm,33000000
Peugeot 208 1.6 Style Mt,Bs.As. G.B.A. Sur,Peugeot,208,2023,1.6 Style Mt,Gris,Nafta,5,Manual,1.6,Hatchback,16200,,Sí,Asistida,Delantera,5,55 L,115,3975,1470,1740,2540 mm,18200
Mercedes-Benz Clase C 2.0 C200 Avantgarde At 184Cv,Bs.As. G.B.A. Oeste,,Clase C,2018,2.0 C200 Avantgarde At 184Cv,,Nafta,4,Automática,2.0,Sedán,79000,,,,Trasera,5,,184,,,,,28500
Fiat Mobi 1.0 Easy,Bs.As. G.B.A. Sur,Fiat,Mobi,2018,1.0 Easy,Gris,Nafta,5,Manual,1.0,Hatchback,90000,,,,Delantera,5,47 L,70,3566,1502,1854,2874 mm,8700000
Chevrolet Cruze 1.4 Ltz At Sedan,Córdoba,Chevrolet,Cruze,2018,1.4 Ltz At Sedan,Blanco,Nafta,4,Automática,1.4,Sedán,80000,Sí,,Eléctrica,Delantera,5,52 L,153,4665,1484,2042,2700 mm,21900000
Fiat Cronos 1.3 Gse Drive Pack Conectividad,Bs.As. G.B.A. Oeste,Fiat,Cronos,2022,1.3 Gse Drive Pack Conectividad,,Nafta,4,Manual,1.3,Sedán,53000,,Sí,Eléctrica,Delantera,5,48 L,99,4364,1508,1724,2521 mm,19000000
Fiat Fiorino Nuevo Furgon 1.4 8v,Bs.As. G.B.A. Oeste,Fiat,Fiorino,2017,Nuevo Furgon 1.4 8v,Blanco,Nafta,3,Manual,1.4,Furgón,61000,,Sí,Hidráulica,Delantera,2,64 L,87,4184,1873,1780,2699 mm,10800
Fiat Cronos 1.3 Gse Like,Bs.As. Costa Atlántica,Fiat,Cronos,2023,1.3 Gse Like,Blanco,Nafta,4,,1.3,,52274,,,,,,,,,,,,19300000
Volkswagen Amarok 3.0 V6,Buenos Aires Interior,Volkswagen,Amarok,2019,3.0 V6,Blanco,Diésel,4,Automática,3.0,Pick-Up,83000,,,,4x4,5,80 L,224,5254,1834,1944,3095 mm,37000000
Toyota Etios 1.5 Sedan X,Córdoba,Toyota,Etios,2022,1.5 Sedan X,Plateado,Nafta,4,Manual,1.5,Sedán,42275,,,Eléctrica,Delantera,5,45 L,103,4265,1510,1695,2460 mm,21000000
Mercedes-Benz Clase C 1.8 C250 Style,Bs.As. G.B.A. Oeste,,Clase C,2017,1.8 C250 Style,Gris,Nafta,4,Automática,1.8,Sedán,92000,Sí,Sí,Asistida,Delantera,5,66 L,204,4581,1445,1770,2760 mm,31499
Volkswagen Gol Trend 1.6 Pack I 101cv 3p,Córdoba,Volkswagen,Gol Trend,2015,1.6 Pack I 101cv 3p,,Nafta,3,Manual,1.6,Hatchback,90000,,,,Delantera,5,55 L,101,3899,1464,1656,2466 mm,10000
Jeep Grand Cherokee 3.6 Overland 286hp At,Capital Federal,Jeep,Grand Cherokee,2020,3.6 Overland 286hp At,Gris,Nafta,5,Automática,3.6,SUV,75000,Sí,,Hidráulica,4x4,5,94 L,286,4822,1781,1943,2915 mm,75000
Jeep Renegade 1.8 Sport,Bs.As. G.B.A. Sur,Jeep,Renegade,2024,1.8 Sport,Negro,Nafta,5,Manual,1.8,SUV,1000,Sí,,Hidráulica,4x2,5,60 L,217,4624,1670,1798,2570 mm,29000000
Volkswagen Virtus 1.6 Msi Trendline At,Buenos Aires Interior,Volkswagen,Virtus,2018,1.6 Msi Trendline At,,Nafta,4,Automática,1.6,Sedán,130000,,,Hidráulica,Delantera,5,50 L,110,4480,1468,1751,2650 mm,12000
Volkswagen Up! 1.0 Move I-motion,Bs.As. G.B.A. Oeste,Volkswagen,,2017,1.0 Move I-motion,Plateado,Nafta,5,Automática,1.0,Hatchback,72731,,,,Delantera,5,50 L,75,3605,1500,1645,2421 mm,10500
Citroën C4 1.6 X Pack Look,Córdoba,,C4,2012,1.6 X Pack Look,Blanco,Nafta,5,Manual,1.6,Hatchback,121000,Sí,Sí,Asistida,Delantera,5,60 L,110,4260,1471,1728,2703 mm,10500000
Chevrolet Onix 1.4 Ltz Mt 98cv,Capital Federal,Chevrolet,Onix,2014,1.4 Ltz Mt 98cv,Azul,Nafta,5,Manual,1.4,Hatchback,94000,,Sí,Hidráulica,Delantera,5,54 L,98,3930,1484,1656,2465 mm,11450000
Renault Sandero 2.0 Rs 145cv,Bs.As. G.B.A. Oeste,Renault,Sandero,2019,2.0 Rs 145cv,Blanco,Nafta,5,Manual,2.0,Hatchback,51000,Sí,,Asistida,Delantera,5,50 L,145,4060,1536,1733,2590 mm,13900
Toyota Etios 1.5 Sedan Xls,Bs.As. G.B.A. Sur,Toyota,Etios,2016,1.5 Sedan Xls,Plateado,Nafta,4,Manual,1.5,Sedán,30000,,,Eléctrica,Delantera,5,45 L,90,4265,1510,1695,2460 mm,15990000
Ford Ranger 3.2 Cd 4x4 Xls Tdci 200cv,Bs.As. G.B.A. Oeste,Ford,Ranger,2015,3.2 Cd 4x4 Xls Tdci 200cv,Blanco,Diésel,4,Manual,3.2,Pick-Up,135000,,,Eléctrica,4x4,5,80 L,200,5359,1815,1775,2700 mm,17000
Honda Civic 1.8 Lxs,Bs.As. G.B.A. Sur,Honda,Civic,2007,1.8 Lxs,,Nafta,4,Manual,1.8,Sedán,166000,,,,Delantera,5,50 L,140,4489,1450,1752,2700 mm,11000
Nissan Sentra 2.0 Advance Cvt,Bs.As. G.B.A. Oeste,Nissan,Sentra,2022,2.0 Advance Cvt,,Nafta,4,Automática,2.0,Sedán,56000,Sí,Sí,Eléctrica,Delantera,5,47 L,147,4640,1455,1815,2710 mm,22300
Peugeot 2008 1.6 Thp Sport,Bs.As. G.B.A. Sur,Peugeot,2008,2018,1.6 Thp Sport,Blanco,Nafta,5,Manual,1.6,SUV,79000,,,,Delantera,5,55 L,165,4159,1583,1739,2542 mm,17200000
Honda HR-V 1.8 Lx 2wd Cvt,Bs.As. G.B.A. Norte,Honda,HR-V,2016,1.8 Lx 2wd Cvt,Blanco,Nafta,5,Automática,1.8,SUV,80500,Sí,,Eléctrica,4x2,5,50 L,140,4294,1586,1770,2640 mm,16000
Renault Logan 1.6 Pack I Abcp+abs 90cv,Córdoba,Renault,Logan,2013,,,Nafta,4,Manual,1.6,Sedán,260000,,,Hidráulica,Delantera,5,50 L,90,4290,1525,1740,2630 mm,7500
Audi A4 1.8 Tfsi Sport Cuero,Bs.As. G.B.A. Oeste,Audi,A4,2013,1.8 Tfsi Sport Cuero,,Nafta,4,Manual,1.8,Sedán,120000,,Sí,Eléctrica,Delantera,5,70 L,150,4586,1427,1772,2642 mm,18500000
Volkswagen Polo 1.6 Msi Track,Bs.As. G.B.A. Norte,Volkswagen,Polo,2024,1.6 Msi Track,,Nafta,5,Manual,1.6,Hatchback,1000,,,Hidráulica,Delantera,5,50 L,110,4384,1465,1699,2552 mm,16300
Fiat Siena ELX 1.7 TD,Córdoba,Fiat,Siena,2004,ELX 1.7 TD,,Diésel,4,Manual,1.7,Sedán,225000,,,Hidráulica,Delantera,5,48 L,72,4135,1453,1665,2450 mm,4800000
DS DS3 1.2 Puretech 110 At6 So Chic,Capital Federal,DS,DS3,2018,1.2 Puretech 110 At6 So Chic,Rojo,Nafta,3,Automática,1.2,Hatchback,56000,No,Sí,,Delantera,5,50 L,110,3968,1458,1715,2464 mm,16000
Fiat Toro 1.8 Freedom,Buenos Aires Interior,Fiat,Toro,2021,1.8 Freedom,Blanco,Nafta,4,Automática,1.8,Pick-Up,96000,,,,4x2,5,60 L,130,4915,1690,1669,2990 mm,27000000
Chery Tiggo 2.0 F2 Luxury 4x4 138cv,Santa Fe,Chery,Tiggo,2013,2.0 F2 Luxury 4x4 138cv,,Nafta,5,Manual,2.0,SUV,178000,Sí,Sí,Eléctrica,Integral,5,57 L,138,4285,1705,1850,3220 mm,8500
Ford Ka 1.5 S L18 2020,San Luis,Ford,Ka,2020,1.5 S L18 2020,Negro,Nafta,5,Manual,1.5,Hatchback,89006,No,Sí,electronic,Delantera,5,51 L,123,3969,1464,1777,2686 mm,14800000
Toyota Corolla 1.8 Xei Mt Pack 140cv,Neuquén,Toyota,Corolla,2016,1.8 Xei Mt Pack 140cv,Blanco,Nafta,4,Manual,1.8,Sedán,111000,Sí,,Eléctrica,Delantera,5,57 L,140,4620,1460,1775,2700 mm,18500000
Toyota Corolla Cross 1.8 Xei Ecvt,Capital Federal,Toyota,Corolla Cross,2023,1.8 Xei Ecvt,Blanco,Híbrido/Nafta,5,Automática,1.8,SUV,22000,Sí,,Eléctrica,4x2,5,47 L,98,4460,1620,1825,2465 mm,32900
Jeep Renegade 1.8 Longitude At6,Bs.As. G.B.A. Norte,Jeep,Renegade,2021,1.8 Longitude At6,Gris,Nafta,5,Automática,1.8,SUV,67000,Sí,,Hidráulica,4x2,5,60 L,130,4624,1670,1798,2570 mm,21500
Peugeot 207 1.4 Sedan Xr,Capital Federal,Peugeot,207,2010,1.4 Sedan Xr,,Nafta,4,Manual,1.4,Sedán,140000,,Sí,Hidráulica,Delantera,5,50 L,75,4235,1441,1720,2540 mm,6900
Peugeot 3008 1.6 Feline Thp 163cv Tiptronic,Bs.As. G.B.A. Sur,Peugeot,3008,2014,1.6 Feline Thp 163cv Tiptronic,Negro,Nafta,5,Automática,1.6,Monovolumen,102700,Sí,Sí,Asistida,Delantera,5,53 L,163,4365,1639,1837,2675 mm,14990000
Volkswagen Vento 2.5 Luxury Tiptronic 170cv,Bs.As. G.B.A. Norte,Volkswagen,Vento,2011,2.5 Luxury Tiptronic 170cv,Dorado,Nafta,4,Automática,2.5,Sedán,170000,Sí,Sí,Eléctrica,Delantera,5,55 L,170,4554,1461,1778,2651 mm,10500
Fiat 500 1.4 Sport 105cv,Bs.As. G.B.A. Sur,Fiat,500,2013,1.4 Sport 105cv,Rojo,Nafta,3,Manual,1.4,Hatchback,82000,Sí,Sí,Asistida,Delantera,4,40 L,105,3546,1492,1855,2640 mm,14500000
Volkswagen Taos 1.4 250 Tsi Highline,Capital Federal,Volkswagen,Taos,2023,1.4 250 Tsi Highline,Negro,Nafta,5,Automática,1.4,SUV,17704,Sí,Sí,Eléctrica,4x2,5,50 L,150,4468,1624,1841,2651 mm,34000
Citroën Xsara Picasso 1.6 Fase2 I Exclusive,Bs.As. G.B.A. Sur,,Xsara Picasso,2011,1.6 Fase2 I Exclusive,Dorado,Nafta,5,Manual,1.6,Monovolumen,110000,,Sí,Hidráulica,Delantera,5,55 L,110,4276,1660,1877,2909 mm,10790000
Peugeot 307 1.6 Sedan Xt 110cv,Bs.As. G.B.A. Norte,Peugeot,307,2010,1.6 Sedan Xt 110cv,,Nafta,4,Manual,1.6,Sedán,160000,,,Hidráulica,Delantera,5,60 L,110,4479,1520,1762,2608 mm,5300
Renault Sandero Stepway 1.6 Confort 105cv,Bs.As. G.B.A. Norte,Renault,Sandero Stepway,2011,1.6 Confort 105cv,,Nafta,5,Manual,1.6,Hatchback,115000,,,Hidráulica,Delantera,5,50 L,105,4091,1630,1751,2588 mm,8000
Fiat Strada 1.6 Adventure Cd Pack Top,Formosa,Fiat,Strada,2017,1.6 Adventure Cd Pack Top,Rojo,Nafta,3,Manual,1.6,Pick-Up,50000,,Sí,Hidráulica,Delantera,4,58 L,115,4457,1648,1790,2630 mm,16000000
Volkswagen Voyage 1.6 Trenline 101cv,Capital Federal,Volkswagen,Voyage,2019,1.6 Trenline 101cv,,Nafta,4,Manual,1.6,Sedán,53000,,,,Delantera,5,55 L,101,4230,1464,1656,2467 mm,16000000
Mercedes-Benz Sprinter 2.1 515 Combi 4325 150cv 19+1,Salta,,Sprinter,2016,,,Diésel,2,Manual,2.1,,400000,,Sí,Hidráulica,Delantera,20,75 L,150,6995,2860,1994,4025 mm,37000000
Fiat Palio 1.4 Elx Active Alarma,Córdoba,Fiat,Palio,2008,1.4 Elx Active Alarma,Blanco,Nafta,5,Manual,1.4,Hatchback,149000,,Sí,Hidráulica,Delantera,5,48 L,82,3847,1444,1822,2854 mm,7600000
Toyota Hilux 3.0 Cd Srv Cuero I 171cv 4x2,Capital Federal,Toyota,Hilux,2011,3.0 Cd Srv Cuero I 171cv 4x2,Blanco,Diésel,4,Manual,3.0,Pick-Up,95914,,,Hidráulica,4x2,5,80 L,171,5260,1860,1855,2860 mm,21500
Ford Ka 1.0 Fly 63cv,Bs.As. G.B.A. Norte,Ford,Ka,2012,1.0 Fly 63cv,Gris,Nafta,3,Manual,1.0,Hatchback,101000,,,,Delantera,5,45 L,63,3836,1420,2070,4332 mm,7000000
Volkswagen Suran Suran 1.6l 5d,Bs.As. G.B.A. Oeste,Volkswagen,Suran,2012,1.6L 5D,,Nafta/GNC,5,,,,240000,,,,,,,,,,,,8000
Chevrolet Tracker 1.8 Ltz 140cv,Bs.As. G.B.A. Sur,Chevrolet,Tracker,2017,1.8 Ltz 140cv,Plateado,Nafta,5,Automática,1.8,SUV,72000,Sí,Sí,Asistida,Integral,5,53 L,140,4248,1674,1657,2465 mm,18000000
Ford Ranger Raptor 2.0l Biturbo Cabina Doble 4x4,Córdoba,Ford,Ranger Raptor,2022,2.0l Biturbo Cabina Doble 4x4,Azul,Diésel,4,Automática,2.0,Pick-Up,56000,Sí,,Eléctrica,4x4,5,80 L,213,5359,1873,1730,2670 mm,44000
Ford Focus III 2.0 Se Plus At6,Bs.As. G.B.A. Norte,Ford,Focus III,2015,2.0 Se Plus At6,Gris,Nafta,5,Automática,2.0,Hatchback,155500,Sí,,Asistida,Delantera,5,55 L,170,4412,1484,1742,2630 mm,15500000
Peugeot 207 Sw  Hdi  1.6,Bs.As. G.B.A. Norte,Peugeot,207,2009,1.6 HDI  SW,Negro,Diésel,5,Manual,1.6,Rural,230000,,,Hidráulica,,,,,,,,,6000
Peugeot 2008 1.6 Feline,Capital Federal,Peugeot,2008,2016,1.6 Feline,,Nafta,5,Manual,1.6,SUV,92000,,,,Delantera,5,55 L,115,4159,1583,1739,2542 mm,14200000
Toyota Corolla Cross 2.0 Xli Cvt,Capital Federal,Toyota,Corolla Cross,2022,2.0 Xli Cvt,Blanco,Nafta,5,Automática,2.0,SUV,28000,Sí,,Eléctrica,4x2,5,47 L,170,4460,1620,1825,2465 mm,14900000
Fiat Mobi 1.0 Easy Pack Top,Bs.As. G.B.A. Norte,Fiat,Mobi,2017,1.0 Easy Pack Top,Rojo,Nafta,5,Manual,1.0,Hatchback,68000,,Sí,Hidráulica,Delantera,5,47 L,70,3566,1502,1854,2874 mm,11449000
Ford Ecosport 1.6 Se 110cv 4x2,Bs.As. G.B.A. Norte,Ford,Ecosport,2015,1.6 Se 110cv 4x2,Rojo,Nafta,5,Manual,1.6,SUV,146500,,Sí,Eléctrica,4x2,5,52 L,110,4241,1693,1814,2608 mm,14930000
Ford Falcon Standard,Entre Ríos,Ford,Falcon,1978,Standard,,Nafta/GNC,5,,,,150000,,,,,,,,,,,,3600000
"Ford F150 Americana 1981, Es 4x4 Titular",Bs.As. G.B.A. Norte,Ford,F-150,1999,Custom,Verde,Diésel,2,Manual,,Pick-Up,8814,,,Hidráulica,,,,,,,,,13000
Volkswagen Gol Trend 1.6 Pack Iii 101cv I-motion,Bs.As. G.B.A. Sur,Volkswagen,Gol Trend,2014,1.6 Pack Iii 101cv I-motion,Blanco,Nafta,5,Automática,1.6,Hatchback,125500,,Sí,Hidráulica,Delantera,5,55 L,101,3899,1464,1656,2466 mm,9300
Fiat Toro 2.0 Freedom 4x4,Bs.As. G.B.A. Norte,Fiat,Toro,2017,2.0 Freedom 4x4,Blanco,Diésel,4,Manual,2.0,Pick-Up,107000,,,,4x4,5,60 L,170,4915,1690,1669,2443 mm,18800
Volkswagen Fox 1.6 Highline,Capital Federal,Volkswagen,Fox,2012,1.6 Highline,Verde,Nafta,3,Manual,1.6,Hatchback,118000,,Sí,Hidráulica,Delantera,5,50 L,101,3823,1544,1641,2465 mm,8900
Ford Focus III 2.0 Sedan Titanium At6,Bs.As. G.B.A. Norte,Ford,Focus III,2015,2.0 Sedan Titanium At6,Plateado,Nafta,4,Automática,2.0,Sedán,90000,Sí,,Asistida,Delantera,5,55 L,170,4534,1484,2070,3682 mm,12300
Volkswagen Taos 1.4 250 Tsi Highline,Bs.As. Costa Atlántica,Volkswagen,Taos,2023,1.4 250 Tsi Highline,Blanco,Nafta,5,Automática,1.4,SUV,17000,Sí,Sí,Eléctrica,4x2,5,50 L,150,4468,1624,1841,2651 mm,43500000
Toyota Etios 1.5 Sedan Xs,Capital Federal,Toyota,Etios,2014,1.5 Sedan Xs,Plateado,Nafta,5,Manual,1.5,Sedán,140000,No,Sí,Eléctrica,Delantera,5,45 L,90,4265,1510,1695,2460 mm,12000000
Audi A4 2.0 Fsi 190cv,Bs.As. G.B.A. Norte,Audi,A4,2017,2.0 Fsi 190cv,Blanco,Nafta,4,Manual,2.0,Sedán,90000,,No,Eléctrica,Delantera,5,54 L,190,4726,1427,1983,2933 mm,29000
BMW Serie 2 2.0 220i Sport Lci 184cv Coupé,Mendoza,BMW,Serie 2,2022,2.0 220i Sport Lci 184cv Coupé,Blanco,Nafta,2,Automática,2.0,,2200,,Sí,Asistida,Trasera,4,52 L,184,4432,1423,1756,2600 mm,60000
Fiat Cronos 1.3 Precision Cvt,Capital Federal,Fiat,Cronos,2023,1.3 Precision Cvt,Rojo,Nafta,4,Automática,1.3,Sedán,25000,Sí,Sí,Eléctrica,Delantera,5,48 L,99,4364,1508,1724,2521 mm,19800000
Ford F-100 4.3 D Mwm,Bs.As. G.B.A. Oeste,Ford,F-100,1994,4.3 D Mwm,Blanco,Diésel,2,Manual,4.3,Pick-Up,350000,,,,4x4,3,100 L,135,5756,2004,2118,2728 mm,8000
Ford Ka 1.5 Sel Mt,Bs.As. G.B.A. Norte,Ford,Ka,2018,1.5 Sel Mt,Plateado,Nafta,4,Manual,1,Hatchback,46744,No,No,Asistida,4x2,5,51 L,123,3969,1464,1777,2686 mm,11170000
Ford Ecosport 1.6 Se 110cv 4x2,Bs.As. Costa Atlántica,Ford,Ecosport,2017,1.6 Se 110cv 4x2,,Nafta,5,Manual,1.6,SUV,75000,,Sí,Asistida,4x2,5,52 L,110,4241,1693,1821,2608 mm,14500
Citroën C4 1.6 X Am71,Bs.As. Costa Atlántica,,C4,2010,1.6 X Am71,Gris,Nafta,5,Manual,1.6,Hatchback,212000,Sí,Sí,Asistida,Delantera,5,60 L,110,4260,1471,1728,2703 mm,6600
Toyota Hilux SW4 3.0 TDI 4X4 SRV,Capital Federal,Toyota,Hilux SW4,2008,3.0 TDI 4X4 SRV,Plateado,Nafta,4,Manual,3.0,SUV,252000,,,Hidráulica,4x4,5,80 L,163,4695,1850,1840,2750 mm,17000
Volkswagen Crossfox 1.6 Confortline.,Bs.As. G.B.A. Oeste,Volkswagen,Crossfox,2006,Confortline 1.6,,Nafta,5,Manual,1.6,Sedán,214000,No,Sí,Hidráulica,,,,,,,,,6100000
Ford Ecosport 1.6 Freestyle 110cv 4x2,Bs.As. G.B.A. Sur,Ford,Ecosport,2013,1.6 Freestyle 110cv 4x2,,Nafta,5,Manual,1.6,SUV,130000,,Sí,Eléctrica,4x2,5,52 L,110,4241,1693,1762,2612 mm,9500
Toyota Hilux 2.8 Cd Srx 177cv 4x4 At,Buenos Aires Interior,Toyota,Hilux,2021,2.8 Cd Srx 177cv 4x4 At,Blanco,Diésel,4,Automática,2.8,Pick-Up,21500,Sí,,Hidráulica,4x4,5,80 L,177,5260,1850,1855,2860 mm,49000000
Chevrolet Tracker 1.8 Ltz+ 140cv,Bs.As. G.B.A. Sur,Chevrolet,Tracker,2017,,,Nafta,5,Automática,1.8,SUV,140000,Sí,Sí,Asistida,Integral,5,53 L,140,4248,1674,1657,2465 mm,21000000
Peugeot 207 1.4 Sedan Xs,Bs.As. G.B.A. Sur,Peugeot,207,2011,1.4 Sedan Xs,Gris,Nafta,4,Manual,1.4,Sedán,148000,,Sí,Hidráulica,Delantera,5,50 L,75,4235,1446,1720,2540 mm,10000000
Chevrolet Cruze 2019 Ltz At 5p,Santa Fe,Chevrolet,Cruze 5,2019,Ltz,Negro,Nafta,5,Automática,,Hatchback,103000,Sí,,Asistida,Trasera,,,,,,,,21500000
Mercedes-Benz Clase A 1.6 A200 Urban 156cv,Capital Federal,,Clase A,2017,1.6 A200 Urban 156cv,,Nafta,5,Manual,1.6,Hatchback,121260,Sí,Sí,Asistida,Delantera,5,56 L,156,4292,1430,1720,2425 mm,21900
Citroën C4 Cactus 1.6 Vti 115 Live,Córdoba,,C4 Cactus,2020,1.6 Vti 115 Live,Plateado,Nafta,5,Manual,1.6,SUV,65000,,,,Delantera,5,55 L,115,4170,1534,1979,2600 mm,19500000
Toyota Etios 1.5 X 6mt My19,Córdoba,Toyota,Etios,2022,1.5 X 6mt My19,,Nafta,5,Manual,1.5,Hatchback,38000,,,Eléctrica,Delantera,5,45 L,103,4265,1510,1695,2460 mm,22500000
Chevrolet Prisma 1.4 Joy Ls + 98cv,Bs.As. G.B.A. Norte,Chevrolet,Prisma,2016,,,Nafta,4,Manual,1.4,Sedán,90000,,,Asistida,Delantera,5,54 L,98,4275,1484,1656,2465 mm,11000
Jeep Renegade 1.8 Sport At,Bs.As. G.B.A. Norte,Jeep,Renegade,2020,1.8 Sport At,Rojo,Nafta,5,Automática,1.8,SUV,27000,Sí,,Hidráulica,4x4,5,60 L,128,4624,1670,1798,2570 mm,18900
Kia Sportage 2.0 Crdi Ex,Capital Federal,Kia,Sportage,2017,2.0 Crdi Ex,Gris,Diésel,5,Manual,2.0,SUV,174000,,Sí,,Delantera,5,62 L,136,4480,1655,1855,2670 mm,25000
